personLabel	aliasLabel
Louis XVI of France	Louis I of Navarre	True
Louis XVI of France	ludwig XVI	True
Louis XVI of France	re di Francia Louis XVI	True
Louis XVI of France	Re di Francia Louis XVI	True
Louis XVI of France	Rey de Francia Luis XVI	True
Louis XVI of France	roi de France Louis XVI	True
Louis XVI of France	Roi de France Louis XVI	True
Louis XVI of France	XVI, King of France Louis	True
Nikki Haley	Nimrata Haley	True
Nikki Haley	Nimrata Nikki Randhawa Haley	True
Nikki Haley	Nimrata Randhawa	True
Nikki Haley	Nimrata Randhawa Haley	True
Arnold Schwarzenegger	Arnold Alois Schwarzenegger	True
Arnold Schwarzenegger	Arnold Strong	True
Arnold Schwarzenegger	Governator	True
Arnold Schwarzenegger	Governor Schwarzenegger	True
Arnold Schwarzenegger	The Styrian Oak	True
Jawaharlal Nehru	Chacha Nehru	True
Jawaharlal Nehru	Jawaharlal Motilal Nehru	True
Jawaharlal Nehru	Panditji	True
Franklin Delano Roosevelt	F. D. R.	True
Franklin Delano Roosevelt	F. D. Roosevelt	True
Walter Ulbricht	Walter Ernst Paul Ulbricht	True
Napoleon III	Louis Napoleon	True
Arturo Alessandri	Arturo Alessandri Palma	True
Arturo Alessandri	Arturo Fortunato Alessandri	True
Arturo Alessandri	Arturo Fortunato Alessandri Palma	True
Joseph Bonaparte	Giuseppe Buonaparte	True
Joseph Bonaparte	Giuseppe di Buonaparte	True
Joseph Bonaparte	Joseph, King of Spain Bonaparte	True
Joseph Bonaparte	Joseph, Prince Bonaparte	True
Joseph Bonaparte	King of Spain José I	True
Joseph Bonaparte	King of Spain Joseph Bonaparte	True
Lluís Llach	Lluis Llach	True
Lluís Llach	Lluis Llach i Grande	True
Lluís Llach	Lluís Llach i Grande	True
Napoleon III	Charles-Louis-Napoléan, Emperor of the French Bonaparte	True
Napoleon III	Louis-Napoléan, Emperor of the French Bonaparte	True
Napoleon III	Louis-Napoleon Bonaparte	True
Napoleon III	Louis-Napoléon Bonaparte	True
Napoleon III	Napoléon III	True
Napoleon III	Napoleon III.	True
Paul von Hindenburg	Hindenburg	True
Paul von Hindenburg	von Hindenburg	True
Louis-Philippe I	Louis Philippe	True
Arnold Schwarzenegger	Arnie	True
Arnold Schwarzenegger	Schwarzenegger	True
Arnold Schwarzenegger	The Terminator	True
Donald Tusk	Donald Franciszek Tusk	True
Willi Stoph	Wilhelm Stoph	True
Ivan IV Vasilyevich	Ivan IV	True
Ivan IV Vasilyevich	Ivan the Great	True
Ivan IV Vasilyevich	Ivan the Terrible	True
Louis-Philippe I	Citizen King	True
Louis-Philippe I	King of the French Louis Philippe	True
Louis-Philippe I	King of the French Louis-Philippe	True
Louis-Philippe I	Louis Philippe, King of the French	True
Louis-Philippe I	Louis-Philippe, Duke of Orleans	True
Jawaharlal Nehru	Nehru	True
Egon Krenz	Egon Rudi Ernst Krenz	True
Charles X of France	Charles X	True
Charles X of France	King of France Charles X	True
Charles X of France	Monseigneur d'Artois	True
Paul von Hindenburg	Paul Ludwig Hans Anton von Beneckendorff und von Hindenburg	True
Louis XIV of France	Louis XIV	True
Louis XIV of France	Le Roi Soleil	True
Jawaharlal Nehru	Pandit Nehru	True
Louis XIV of France	The Sun King	True
Louis XIV of France	King of France Louis XIV	True
Louis XIV of France	King of France Ludwig XIV	True
Louis XIV of France	Louis Le Grand	True
Louis XIV of France	Louis Le Grand Monarque	True
Louis XIV of France	Louis the Grand Monarch	True
Louis XIV of France	Louis the Great	True
Louis XIV of France	Rey de Francia Luis XIV	True
Louis XIV of France	roi de France Louis XIV	True
Louis XIV of France	The Grand Monarque	True
Martin Van Buren	Van Buren	True
John Adams	President John Adams	True
Lee Myung-bak	MB	True
Martin Van Buren	President Martin Van Buren	True
Martin Van Buren	Buren	True
Leopold III of Belgium	Leopold III	True
Frédéric Bastiat	Claude Frédéric Bastiat	True
Giovanni Schiaparelli	Giovanni Virginio Schiaparelli	True
Herman Van Rompuy	Herman Achille Count Van Rompuy	True
Herman Van Rompuy	Herman Achille Van Rompuy	True
Herman Van Rompuy	Hermann Van Rompuy	True
James Madison	James Madison, Jr.	True
Josep Tarradellas i Joan	Jose Tarradellas Joan	True
Frédéric Bastiat	Frederic Bastiat	True
Silvio Berlusconi	il Cavaliere	True
Leopold III of Belgium	King Leopold III	True
Martin Van Buren	M. van Buren	True
Martin Van Buren	Maarten van Buren	True
Martin Van Buren	Old Kinderhook	True
Martin Van Buren	President van Buren	True
Martin Van Buren	President Van Buren	True
John Tyler	J. Tyler	True
John Tyler	John Tyler Jr	True
John Tyler	John Tyler Jr.	True
John Tyler	John Tyler, Jr	True
John Tyler	John Tyler, Jr.	True
John Tyler	President Tyler	True
Michelle Obama	First Lady Michelle Obama	True
Michelle Obama	Michelle Robinson	True
George Pataki	George E. Pataki	True
George Pataki	George Elmer Pataki	True
Lee Myung-bak	Myung-Bak Lee	True
Lee Myung-bak	Tsukiyama Akihiro	True
John Adams	J. Adams	True
Franklin Delano Roosevelt	President Roosevelt	True
Franklin Delano Roosevelt	FDR	True
Franklin Delano Roosevelt	Roosevelt	True
Franklin Delano Roosevelt	Franklin D. Roosevelt	True
Engelbert Dollfuss	Engelbert Dollfuß	True
Michelle Obama	Michelle LaVaughn Obama née Robinson	True
Michelle Obama	Michelle LaVaughn Robinson Obama	True
Vinoba Bhave	Acharya Vinoba	True
Vinoba Bhave	Vinayak Narahari Bhave	True
John Adams	President Adams	True
Andrew Jackson	General Andrew Jackson	True
Andrew Jackson	A. Jackson	True
Andrew Jackson	President Jackson	True
Franklin Delano Roosevelt	Franklin Roosevelt	True
Ba Jin	Pa Chin	True
Ba Jin	Li Feigan	True
Ba Jin	Li Yaotang	True
Ba Jin	Pa Kin	True
John Boehner	John A. Boehner	True
John Boehner	John Andrew Boehner	True
Andrew Jackson	Old Hickory	True
Andrew Jackson	President Andrew Jackson	True
Silvio Berlusconi	Berlusconi	True
Mahatma Gandhi	Mohandas K. Gandhi	True
Winston Churchill	Charles Maurin	True
Winston Churchill	Winston Spencer Churchill	True
Winston Churchill	Sir Winston Churchill	True
Mahatma Gandhi	Mohandas Karamchand Gandhi	True
John Gregg	John Gregg (American politician)	True
Winston Churchill	Colonel Warden	True
Winston Churchill	Sir Leonard Spencer	True
Winston Churchill	Sir Winston Leonard Spencer Churchill	True
Winston Churchill	Sir Winston Spencer Churchill	True
Winston Churchill	The Honourable Sir Winston Spencer Churchill	True
Winston Churchill	The Right Honourable Sir Winston Churchill	True
Winston Churchill	The Right Honourable Sir Winston Leonard Spencer Churchill	True
Winston Churchill	The Right Honourable Sir Winston Spencer Churchill	True
Winston Churchill	Winston Leonard Spencer Churchill	True
Leonid Razvozzhayev	Leonid Mikhaylovich Razvozzhayev	True
Enrique Santos Montejo	Calibán	True
Mahatma Gandhi	Mohandas Gandhi	True
Louis XI of France	King Louis XI	True
Louis XI of France	King of France Louis XI	True
Louis XI of France	Louis the Prudent	True
Louis XI of France	Louis XI	True
Alexander Lukashenko	Alexander Grigoryevich Lukashenko	True
Alexander Lukashenko	Aliaksandr Lukashenka	True
Alexander Lukashenko	Aliaksandr Ryhoravich Lukashenka	True
Mohamed Sheikh	Baron Sheikh	True
Mohamed Sheikh	Lord Sheikh	True
Mohamed Sheikh	Mohamed Iltaf Sheikh	True
Mohamed Sheikh	Mohamed Sheikh, Baron Sheikh	True
Mohamed Sheikh	Mohammed Iltaf Sheikh	True
Mahatma Gandhi	Bapuji	True
Mahatma Gandhi	Gandhiji	True
Mahatma Gandhi	M K Gandhi	True
Mahatma Gandhi	Mahatma Mohandas Karamchand Gandhi	True
Mahatma Gandhi	Mohandas K Gandhi	True
Charles Maurras	Pierre Garnier	True
Charles Maurras	Pellisson	True
Alessandro Manzoni	Aleksandr Manzoni	True
Alessandro Manzoni	Alesandro Mandzoni	True
Alessandro Manzoni	Alessandro Francesco Tommaso Antonio Manzoni	True
Narendra Modi	Modi	True
Narendra Modi	Modi Ji	True
Narendra Modi	Modiji	True
Narendra Modi	NaMo	True
Narendra Modi	Narendra Bhai	True
Narendra Modi	Narendra Damodardas Modi	True
Narendra Modi	Narendrabhai	True
Narendra Modi	Narendrabhai Damodardas Modi	True
James K. Polk	J. K. Polk	True
James K. Polk	J. Polk	True
James K. Polk	James Knox Polk	True
James K. Polk	James Polk	True
James K. Polk	President Polk	True
Merikukka Forsius	Merikukka Forsius-Harkimo	True
Lech Kaczyński	Lech Aleksander Kaczyński	True
Enrique Santos Montejo	Caliban	True
Charles Maurras	Charles Marie Photius Maurras	True
Charles Maurras	Le Maître de Martigues	True
Charles Maurras	Le Martégal	True
Charles Maurras	Léon Rameau	True
Charles Maurras	maître de Martigues	True
Charles Maurras	Octave Martin	True
Nelson Mandela	Mandela	True
Winston Churchill	David Winter	True
Nelson Mandela	Madiba	True
Mahatma Gandhi	Father of the Nation	True
Mahatma Gandhi	Gandhi	True
Allen Sheppard	Allen Sheppard, Baron Sheppard of Didgemere	True
Allen Sheppard	Baron Sheppard of Didgemere	True
Allen Sheppard	Lord Sheppard of Didgemere	True
James K. Gibson	James King Gibson	True
Nelson Mandela	Nelson Rolihlahla Mandela	True
Nelson Mandela	Prisoner 46664	True
Winston Churchill	Mr Green	True
Mahatma Gandhi	M. K. Gandhi	True
Mahatma Gandhi	Bapu	True
Moctezuma I	Huehuemotecuhzoma	True
Moctezuma I	Huēhuemotēuczōma	True
Moctezuma I	Montezuma I	True
Moctezuma I	Motecuhzomatzin Ilhuicamina	True
Chun Doo-hwan	Doo-hwan Chun	True
Dmitry of Uglich	Tsarevich Dmitry	True
Prosper Poullet	Prosper Antoine Joseph Marie Poullet	True
Mika Kojonkoski	Mika Veli Juhani Kojonkoski	True
Alberto Bayo	Alberto Bayo Giraud	True
Alberto Bayo	Alberto Bayo Giroud	True
Alberto Bayo	Alberto Bayo y Giroud	True
José Batlle y Ordóñez	José Pablo Torcuato Batlle y Ordóñez	True
Léon Delacroix	Leon Delacroix	True
Camille Huysmans	Jean Joseph Camille Huysmans	True
Roh Moo-hyun	Roh Mu-hyeon	True
Moctezuma I	Montezuma	True
Moctezuma I	Moctezuma	True
Jorge Batlle Ibáñez	Jorge Batlle Ibanez	True
Jorge Batlle Ibáñez	Jorge Luis Batlle Ibáñez	True
Henri Carton de Wiart	Henry Carton de Wiart	True
Martin Luther King Jr.	MLK	True
Martin Luther King Jr.	Michael King	True
Martin Luther King Jr.	Martin Luther King	True
Constantine the Great	Flavius Constantinus	True
Martin Luther King Jr.	Martin Luther King, Jr.	True
Constantine the Great	Lucius Flavius Valerius Constantinus	True
Constantine the Great	Marcus Flavius Valerius Constantinus	True
Constantine the Great	Flavius Valerius Aurelius Constantinus	True
Alexander the Great	Alexander III of Macedon	True
Alexander the Great	Alexander of Macedonia	True
Alexander the Great	Alexandros III	True
Alexander the Great	Alexandros III of Macedon	True
Alexander the Great	Alexandros the Great	True
Alexander the Great	Great Alexander	True
Alexander the Great	the Great Alexander	True
Alexander the Great	Alexander of Macedon	True
Marit Paulsen	Marit Eli Paulsen	True
Michael Shaw	Baron Shaw of Northstead	True
Michael Shaw	Lord Shaw of Northstead	True
Michael Shaw	Michael Norman Shaw	True
Michael Shaw	Michael Norman Shaw, Baron Shaw of Northstead	True
Michael Shaw	Michael Shaw, Baron Shaw of Northstead	True
Henry P. Alexander	Henry Porteous Alexander	True
Faure Gnassingbé	Faure Essozimna Gnassingbe	True
Faure Gnassingbé	Faure Essozimna Gnassingbé	True
Faure Gnassingbé	Faure Essozimna Gnassingbe Eyadema	True
Faure Gnassingbé	Faure Essozimna Gnassingbé Eyadéma	True
Faure Gnassingbé	Faure Eyadema	True
Faure Gnassingbé	Faure Eyadéma	True
Faure Gnassingbé	Fauré Eyadéma	True
Faure Gnassingbé	Faure Gnassingbe	True
Faure Gnassingbé	Fauré Gnassingbé	True
Rajiv Gandhi	Rajiv Ratna Gandhi	True
Todd Russell Platts	Todd Platts	True
Todd Russell Platts	Todd R. Platts	True
Alexander the Great	Alexander III of Macedonia	True
Alexander the Great	Alexandros III of Macedonia	True
Martin Luther King Jr.	Dr. King	True
Carlos Pellicer	Carlos Pellicer Cámara	True
Elisha E. Meredith	Elisha Edward Meredith	True
Elisha E. Meredith	Elisha Meredith	True
Louis Aragon	Albert de Routisie	True
Louis Aragon	Arnaud de Saint Romain	True
Louis Aragon	François la Colère	True
Louis Aragon	Louis Andrieux	True
Constantine the Great	Saint Constantine	True
Moncef Marzouki	Al-Munsif al-Marzuqi	True
Moncef Marzouki	Al-Munṣif al-Marzūqī	True
Moncef Marzouki	Mohamed Moncef Marzouki	True
Moncef Marzouki	Munsif al-Marzuqi	True
Moncef Marzouki	Munṣif al-Marzūqī	True
Moncef Marzouki	Munsif Marzuqi	True
Moncef Marzouki	Munṣif Marzūqī	True
Martin Luther King Jr.	M.L. King	True
Martin Luther King Jr.	Martin Luther, Jr. King	True
Martin Luther King Jr.	Michael King Jr.	True
Julius Caesar	Caesar	True
Julius Caesar	Gaius Iulius Caesar	True
Julius Caesar	Gaius Julius Caesar	True
Carlos Pellicer	Carlos Pellicer Camara	True
Alexander the Great	Alexander	True
Alexander the Great	Alexandros	True
David Cairns	John David Cairns	True
Alexander the Great	Sikandar	True
Alexander the Great	Alexander III	True
Alexander the Great	Eskandar	True
Julius Caesar	Divine Julius	True
Julius Caesar	Divus Julius	True
Julius Caesar	Gaius Julius Caesar IV	True
Julius Caesar	Imperator Gaius Julius Gaii filius Gaii nepos Caesar Patris Patriae	True
Julius Caesar	Iulius Caesar	True
David Cairns	Dermot Kehoe	True
Porfirio Lobo Sosa	Pepe Lobo	True
Porfirio Lobo Sosa	"Porfirio ""Pepe"" Lobo"	True
Porfirio Lobo Sosa	Porfirio Lobo	True
Porfirio Lobo Sosa	Porfirio Pepe Lobo	True
Rodolphe Töpffer	Rodolphe Toepffer	True
Rodolphe Töpffer	rodolphe topffer	True
Rodolphe Töpffer	Rodolphe Topffer	True
Rodolphe Töpffer	Rudolf Töpffer	True
Rodolphe Töpffer	Rudolphe Töpffer	True
John Hamilton	John Hamilton, 1st Marquess of Hamilton	True
Albert II, Prince of Monaco	Albert Alexandre Louis Pierre Grimaldi	True
Albert II, Prince of Monaco	Albert Grimaldi	True
Albert II, Prince of Monaco	Albert II Alexandre Louis Pierre Grimaldi, Prince of Monaco	True
Albert II, Prince of Monaco	Albert II of Monaco	True
Albert II, Prince of Monaco	H.S.H. Prince Albert II of Monaco	True
András Fáy	Andras Fay	True
András Fáy	Andreas Fay	True
Albert II, Prince of Monaco	Prince Albert II	True
Albert II, Prince of Monaco	Prince Albert of Monaco	True
Hu Jintao	General Secretary Hu Jintao	True
Suleiman the Magnificent	Sulayman	True
Hugo Chávez	Hugo Rafael Chavez Frias	True
Hugo Chávez	Hugo Rafael Chavez Frías	True
Hugo Chávez	Hugo Rafael Chávez Frías	True
Suleiman the Magnificent	Muhibbi	True
Suleiman the Magnificent	Muhibbî	True
Suleiman the Magnificent	Solimán bin Selim Khan	True
Suleiman the Magnificent	Solimán el Legislador	True
Suleiman the Magnificent	Solimán el Magnífico	True
Suleiman the Magnificent	Solimán I	True
Suleiman the Magnificent	Solimán Muhtesem	True
Suleiman the Magnificent	Solimano el Magnífico	True
Suleiman the Magnificent	Sultán de los Turcos Kanuni	True
Suleiman the Magnificent	Sultán de los Turcos Kanunî Süleyman	True
Suleiman the Magnificent	Sultán de los Turcos Solimán I	True
Suleiman the Magnificent	Sultán de los Turcos Solimano I	True
Suleiman the Magnificent	Sultán Solimán	True
Ron Paul	Paul, Ron	True
Ron Paul	Paul, Ronald Ernest	True
Ron Paul	"Ronald Ernest ""Ron"" Paul"	True
Ron Paul	Ronald Ernest Paul	True
Assis Chateaubriand	Francisco de Assis Chateaubriand Bandeira de Melo	True
Xi Jinping	General Secretary Xi Jinping	True
Xi Jinping	Jinping Xi	True
Xi Jinping	Xi Jin Ping	True
Xi Jinping	Xijinping	True
Xi Jinping	Sĭk Gê̤ṳng-ping	True
Xi Jinping	Síp Gîn-bíng	True
Xi Jinping	Si̍p Kīn-pêng	True
Xi Jinping	Si̍p Kīn-pîng	True
Xi Jinping	Sí Jìnping	True
Xi Jinping	Xi Jìnping	True
Xi Jinping	Jaahp Gahnpìhng	True
Constantine the Great	Constantine	True
Constantine the Great	Constantine I	True
Constantine the Great	Constantinus I	True
Constantine the Great	Flavius Valerius Aurelius Constantinus Augustus	True
Constantine the Great	Flavius Valerius Constantinus	True
Constantine the Great	Gaius Flavius Valerius Aurelius Constantinus	True
Constantine the Great	Gaius Flavius Valerius Constantinus	True
Constantine the Great	Imperator Caesar Flavius Valerius Aurelius Constantinus Augustus	True
Donald Tsang	Donald Tsang Yam-kuen	True
Donald Tsang	Sir Donald Tsang Yam-kuen	True
Donald Tsang	Tsang Yam-kuen	True
José Manuel Durão Barroso	Barroso	True
José Manuel Durão Barroso	Jose Barroso	True
José Manuel Durão Barroso	José Barroso	True
William Hamilton	Sir William Hamilton	True
Achille Van Acker	Achiel Van Acker	True
Jules Renkin	Jules Laurent Jean Louis Renkin	True
Manuel Cisneros Sánchez	Manuel Cisneros Sanchez	True
Oleksandr Turchynov	Oleksandr Valentynovych Turchynov	True
Suleiman the Magnificent	Solimán	True
Suleiman the Magnificent	Kanuni	True
Hu Jintao	Hu Jin Tao	True
Hu Jintao	Hujintao	True
Hu Jintao	Jintao Hu	True
William Hamilton	Rt. Hon. Sir William Hamilton	True
William Hamilton	Sir W Hamilton	True
William Hamilton	Sir W. Hamilton	True
William Hamilton	Sir William, I Hamilton	True
William Hamilton	Sir Wm Hamilton	True
William Hamilton	William Douglas Hamilton	True
William Hamilton	William Hamilton Sir	True
William Hamilton	William, Sir Hamilton	True
Hugo Chávez	The Commander	True
CY Leung	CY	True
José Manuel Durão Barroso	Jose Manuel Barroso	True
José Manuel Durão Barroso	José Manuel Barroso	True
José Manuel Durão Barroso	Jose Manuel Durao Barroso	True
Leo Tindemans	Leonard Clemence	True
Leo Tindemans	Leonard Clemence Tindemans	True
Hugo Chávez	Hugo Chavez	True
CY Leung	Leung Chun-ying	True
CY Leung	Liang Zhenying	True
Xi Jinping	Hsi Chin-p'ing	True
Xi Jinping	Shí Jin-ping	True
Xi Jinping	Shyi Jinnpyng	True
Xi Jinping	习近平	True
Xi Jinping	習近平	True
Bill Clinton	Clinton	True
Bill Clinton	WJC	True
Bill Clinton	William Clinton	True
Sun Yat-sen	Sun Zhongshan	True
Sun Yat-sen	Sun Rixin	True
Otto Richard Kierulf	Otto Kierulf	True
Bill Clinton	President Bill Clinton	True
Bill Clinton	President Clinton	True
Bill Clinton	William J. Clinton	True
Bill Clinton	"William Jefferson ""Bill"" Clinton"	True
Bill Clinton	William Jefferson Blythe	True
Bill Clinton	William Jefferson Blythe III	True
Bill Clinton	William Jefferson Clinton	True
Sun Yat-sen	Sun Wen	True
Sun Yat-sen	中山	True
Sun Yat-sen	Yìxiān	True
Indira Gandhi	Gandhi Indira	True
Indira Gandhi	Indira Ghandi	True
Indira Gandhi	Indira Nehru	True
Indira Gandhi	Indira Priyadarshini Gandhi	True
Indira Gandhi	Indira Priyadarshini Nehru	True
Indira Gandhi	Nehru Indira	True
Mitt Romney	Pierre Delecto	True
Mitt Romney	Willard Mitt Romney	True
Mohamed Morsi	Morsi	True
Sun Yat-sen	Dr. Sun Yat-sen	True
Sun Yat-sen	Gémìng Xiānxíngzhě	True
Sun Yat-sen	Guófù	True
Sun Yat-sen	Nakayama Shō	True
Sun Yat-sen	Suen Yat-sen	True
Sun Yat-sen	Suen Yat-sun	True
Sun Yat-sen	Sun Chung-san	True
Sun Yat-sen	Sun Chungsan	True
Sun Yat-sen	Sun Deming	True
Sun Yat-sen	Sūn Démíng	True
Sun Yat-sen	Sūn Dìxiàng	True
Sun Yat-sen	Sun I-hsien	True
Sun Yat-sen	Sun Jih-hsin	True
Sun Yat-sen	Sun Jihhsin	True
Sun Yat-sen	Sūn Rìxīn	True
Sun Yat-sen	Sun Te-ming	True
Sun Yat-sen	Sun Teming	True
Sun Yat-sen	Sūn Wén	True
Sun Yat-sen	Sun Yat Sen	True
Sun Yat-sen	Sun Yatsen	True
Sun Yat-sen	Sun Yi Xian	True
Sun Yat-sen	Sun Yi-hsien	True
Sun Yat-sen	Sun Yihsien	True
Sun Yat-sen	Sun Yixian	True
Sun Yat-sen	Sūn Yìxiān	True
Sun Yat-sen	Sun Zaizhi	True
Sun Yat-sen	Sun Zhongshan Xiansheng	True
Sun Yat-sen	Sun, Yat-sen	True
Sun Yat-sen	Yahtsān	True
Sun Yat-sen	Yahtsīn	True
Sun Yat-sen	中山樵	True
Sun Yat-sen	國父	True
Sun Yat-sen	孙中山	True
Sun Yat-sen	孙德明	True
Sun Yat-sen	孫中山	True
Sun Yat-sen	孫中山先生	True
Sun Yat-sen	孫帝象	True
Sun Yat-sen	孫德明	True
Sun Yat-sen	孫文	True
Sun Yat-sen	孫日新	True
Sun Yat-sen	孫載之	True
Sun Yat-sen	孫载之	True
Sun Yat-sen	孫逸仙	True
Sun Yat-sen	革命先行者	True
Mohamed Morsi	Mohamed Morsy	True
Giorgio Napolitano	Category:Giorgio Napolitano	True
Mohamed Morsi	Mohamad Morsi	True
Mohamed Morsi	Mohamed Al-Ayyat	True
Mohamed Morsi	Mohamed Mohamed Morsi Eissa Al-Ayyat	True
Mohamed Morsi	Mohamed Mohamed Morsi Issa Al-Ayyat	True
Mohamed Morsi	Mohamed Morsi Al-Ayyat	True
Mohamed Morsi	Mohamed Mursi	True
Mohamed Morsi	Mohammad Morsi	True
